path,split
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1960931-357f-11eb-abad-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e1f8-357f-11eb-b29e-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e6b-357f-11eb-9864-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196095f-357f-11eb-a830-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197b710-357f-11eb-92df-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951ed4-357f-11eb-b88a-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1982c2c-357f-11eb-9c80-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956cb9-357f-11eb-9c2a-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951eaa-357f-11eb-8086-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e8a-357f-11eb-a4e6-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e235-357f-11eb-8350-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19593ee-357f-11eb-a1ac-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1962ff0-357f-11eb-8aff-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951ea2-357f-11eb-ba28-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1963013-357f-11eb-8c98-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965768-357f-11eb-903c-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196a588-357f-11eb-b2ff-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19608fd-357f-11eb-8d12-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e265-357f-11eb-a245-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1963008-357f-11eb-9e5e-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197b6f5-357f-11eb-85e9-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19609b7-357f-11eb-b0be-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197dde2-357f-11eb-aa67-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951f26-357f-11eb-869e-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196a59d-357f-11eb-9582-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951e9d-357f-11eb-a743-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bae3-357f-11eb-b1e7-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965752-357f-11eb-91da-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1960933-357f-11eb-9059-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965760-357f-11eb-932f-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196f36f-357f-11eb-a625-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1982c65-357f-11eb-8043-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19804b4-357f-11eb-90dd-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e1f1-357f-11eb-8f80-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bb35-357f-11eb-8ea2-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196302e-357f-11eb-8d1e-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bb4d-357f-11eb-907d-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196a560-357f-11eb-aa24-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19545b0-357f-11eb-a234-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197de29-357f-11eb-bdae-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e218-357f-11eb-907e-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951f27-357f-11eb-9a65-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a194f796-357f-11eb-b46b-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1963063-357f-11eb-9d67-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1982c51-357f-11eb-a788-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e226-357f-11eb-815b-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965782-357f-11eb-8f87-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a194f783-357f-11eb-9ee2-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e4a-357f-11eb-a17c-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e26c-357f-11eb-95a8-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19656f7-357f-11eb-994c-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965749-357f-11eb-801a-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19657a3-357f-11eb-af30-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19656f8-357f-11eb-85f7-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e259-357f-11eb-ba43-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1982c61-357f-11eb-b540-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e202-357f-11eb-b1aa-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951eb1-357f-11eb-815d-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e1cf-357f-11eb-a906-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1982c1e-357f-11eb-b208-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965781-357f-11eb-8a50-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19593df-357f-11eb-86a4-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1959419-357f-11eb-b848-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196573e-357f-11eb-adf2-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196578b-357f-11eb-a121-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197de0c-357f-11eb-a2b8-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19608fe-357f-11eb-ab16-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196092c-357f-11eb-b412-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19656f6-357f-11eb-968c-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197ddd8-357f-11eb-b969-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e272-357f-11eb-9885-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197b6d4-357f-11eb-8e4d-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19657b9-357f-11eb-9fbf-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196301b-357f-11eb-a1b2-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1960911-357f-11eb-880f-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1982c0a-357f-11eb-bff8-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19608e8-357f-11eb-ac12-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bad3-357f-11eb-9b59-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956cf0-357f-11eb-ad40-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196091b-357f-11eb-ad04-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196f3b3-357f-11eb-8493-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965786-357f-11eb-9e26-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196579a-357f-11eb-8fad-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1982c25-357f-11eb-85c9-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bae9-357f-11eb-b01c-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956cb8-357f-11eb-932d-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bacc-357f-11eb-803c-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1962fef-357f-11eb-8a18-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1959414-357f-11eb-a366-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e209-357f-11eb-a95d-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e20d-357f-11eb-89f6-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1959440-357f-11eb-99c0-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e263-357f-11eb-aa84-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196cc81-357f-11eb-878a-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965743-357f-11eb-be52-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19609b4-357f-11eb-b94f-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956ce4-357f-11eb-9ca6-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e52-357f-11eb-bca8-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e6a-357f-11eb-94da-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196574a-357f-11eb-a0d8-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956d06-357f-11eb-856b-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19545c3-357f-11eb-add5-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19593c1-357f-11eb-bb24-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951ea4-357f-11eb-a591-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e57-357f-11eb-b087-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bad6-357f-11eb-8742-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196302b-357f-11eb-9166-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196306c-357f-11eb-9ccf-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197ddfd-357f-11eb-836d-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1962ff2-357f-11eb-8dff-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1960981-357f-11eb-a860-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bb27-357f-11eb-93cc-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1982bde-357f-11eb-bc62-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19768c6-357f-11eb-b584-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1963026-357f-11eb-8f23-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965704-357f-11eb-a679-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956cc4-357f-11eb-ac83-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197ddd3-357f-11eb-a02c-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a198054a-357f-11eb-bac3-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19545ea-357f-11eb-9dc0-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19768bd-357f-11eb-b613-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bb02-357f-11eb-baf6-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196305e-357f-11eb-9b1d-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951eba-357f-11eb-9519-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1980570-357f-11eb-b945-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1960973-357f-11eb-ab24-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e21c-357f-11eb-b93b-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19545a0-357f-11eb-840d-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19545c5-357f-11eb-9865-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951f12-357f-11eb-86fa-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951e94-357f-11eb-ba5a-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1980559-357f-11eb-befd-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956cfa-357f-11eb-9673-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956cda-357f-11eb-ba62-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19545ec-357f-11eb-8af8-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1963015-357f-11eb-a1d3-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19593c6-357f-11eb-b657-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196573d-357f-11eb-8282-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196097a-357f-11eb-b2ed-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951e91-357f-11eb-b9dd-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bb05-357f-11eb-ab71-001a7dda7111.jpg,train
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\control\86242963-7775-11eb-bab5-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\control\8624293c-7775-11eb-85d8-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\control\8624294d-7775-11eb-9136-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\control\86242949-7775-11eb-9c4b-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\control\86242953-7775-11eb-8e9f-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a1978fde-357f-11eb-960c-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a196f36b-357f-11eb-818a-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a197b6d6-357f-11eb-96e4-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a196f3d6-357f-11eb-93f6-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a1967e6e-357f-11eb-bf4e-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a1965759-357f-11eb-9c4f-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a197ddac-357f-11eb-9237-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a197ddd9-357f-11eb-8555-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a1980515-357f-11eb-937d-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a198059d-357f-11eb-9f22-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a1951efd-357f-11eb-ac28-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195bb4c-357f-11eb-8ade-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197ddb9-357f-11eb-a415-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965766-357f-11eb-92da-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197ddfb-357f-11eb-aeeb-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965733-357f-11eb-8d99-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1956cbc-357f-11eb-bfe1-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1982cc8-357f-11eb-b4ef-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19593d8-357f-11eb-b8b7-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e275-357f-11eb-906a-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1960949-357f-11eb-8e9f-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965720-357f-11eb-ab88-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965769-357f-11eb-979d-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1963030-357f-11eb-ad27-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19609bf-357f-11eb-a7de-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e210-357f-11eb-92a3-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1978fb3-357f-11eb-928a-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1967e47-357f-11eb-9153-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196572b-357f-11eb-a30c-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1965716-357f-11eb-be58-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a196303d-357f-11eb-b8ae-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1978f92-357f-11eb-b6e9-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a195e233-357f-11eb-9083-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a19805a8-357f-11eb-a95f-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a197689a-357f-11eb-a0a6-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1951f23-357f-11eb-bcf1-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a194f784-357f-11eb-9bda-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a1971acf-357f-11eb-9081-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\high_grade\a198057e-357f-11eb-9864-001a7dda7111.jpg,val
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\control\86242946-7775-11eb-ab07-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\control\86242942-7775-11eb-bbe5-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\control\8624295d-7775-11eb-abda-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\control\8624295c-7775-11eb-abec-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\control\86242955-7775-11eb-906a-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a19804d9-357f-11eb-a0a1-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a196cc7d-357f-11eb-8a60-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a197ddd7-357f-11eb-8614-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a197ddc4-357f-11eb-a882-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a1951f22-357f-11eb-a9d7-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a19545c7-357f-11eb-b08b-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a1982bf7-357f-11eb-ad6c-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a1963032-357f-11eb-bfeb-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a19805a5-357f-11eb-96b2-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a1963044-357f-11eb-b15e-001a7dda7111.jpg,test
C:\Users\TAbde\PycharmProjects\Glioma-SPARSE\data\included\low_grade\a195bb2b-357f-11eb-9fcc-001a7dda7111.jpg,test
